Restaurant_Name,Locality,Ratings_out_of_5,Number of votes,Charges_for_two,Cuisine_List
The Spicy Spoon By Assal Amravati MH 27,Hinjawadi,2.9,,500,"['North Indian', 'Chinese', 'Continental']"
China Town,Lohegaon,3,,300,['Chinese']
New Durga Biryani House,Hadapsar,3.6,65,350,"['North Indian', 'Chinese', 'Biryani']"
Navyug Restaurant,Dhole Patil Road,3.6,25,600,"['North Indian', 'Chinese']"
The People's Republic,Hinjawadi,0,0,800,"['North Indian', 'Continental', 'Chinese']"
Tangerine,Camp Area,3.7,87,1000,"['North Indian', 'Chinese', 'Continental', 'Mughlai']"
Pet Pujo,Hinjawadi,3.3,,150,"['Mithai', 'Street Food']"
One Stop Lounge And Bar,Viman Nagar,3.4,23,1200,"['North Indian', 'Chinese', 'Italian']"
Hotel Shilpa Gavran,Pimpri,3.7,,500,"['North Indian', 'Fast Food', 'Chinese']"
Amyra's Kitchen,Wakad,3.4,,250,"['Lebanese', 'Rolls']"
Pizza In Excellence,NIBM Road,3.6,,500,"['Pizza', 'Fast Food']"
Chinese Corner,Warje,3.6,,350,['Chinese']
Fulora Punjabi By Nature,Bibvewadi,3.5,49,1200,"['North Indian', 'Chinese']"
Mungarwadiz Mirchi,Satara Road,3.4,,450,"['North Indian', 'Maharashtrian', 'Chinese']"
Shree Parathas,Viman Nagar,2.6,77,450,['North Indian']
Multigrain Thalipith,Wakad,3.2,,150,['Maharashtrian']
Cream Centre,Lonavala,3.8,98,1200,"['North Indian', 'Italian', 'Mexican', 'Street Food']"
Ambrosia Patisserie & Cafe - Ambrosia Resort and Spa,Bavdhan,3.8,139,850,"['Cafe', 'Bakery', 'Beverages', 'Desserts']"
The Glass House - Hotel Eastin Easy,Old Mumbai-Pune Highway,3.7,29,1300,"['North Indian', 'Continental', 'Chinese', 'Thai', 'Italian']"
Punjabi Rasoi,SB Road - Aundh,,0,,['North Indian']
Kaffe Fuel,Wakad,3.5,101,350,"['Chinese', 'Fast Food', 'North Indian', 'Beverages']"
Neo Politan Pizza,Bhosari,3.4,,350,['Pizza']
CKP Aaswad,Bibvewadi,3.5,47,200,['Seafood']
Marina Cafe,Hinjawadi,2.9,38,300,"['Fast Food', 'Biryani', 'Ice Cream']"
KP's Pizza,Pimpri,3.1,,250,"['Fast Food', 'Street Food']"
Hotel Gurudatta,Karve Nagar,3.3,7,500,"['North Indian', 'Chinese', 'Maharashtrian', 'South Indian']"
"BFS Burger, Fries & Shake",Kothrud,2.8,,500,"['Fast Food', 'Beverages']"
King Of Paratha,Baner,3.4,,,['North Indian']
Pride Pure Veg,Nigdi,2.9,53,800,"['North Indian', 'Fast Food', 'Chinese', 'Kebab']"
Desai's Mangoes,Tilak Road,3.5,,200,"['Desserts', 'Ice Cream']"
Victoria 3,Chinchwad,3.8,908,1000,"['Chinese', 'Mughlai', 'North Indian', 'Seafood', 'Salad']"
Chan's Chinese Kitchen,Yerawada,,0,,"['Chinese', 'Asian']"
GoKeto,Viman Nagar,3.3,28,,['Healthy Food']
National's Spirits Restaurant & Bar,Wadgaon Sheri,3,4,1000,"['North Indian', 'Chinese']"
Shree Pure Veg,Pimpri,2.9,,400,"['North Indian', 'Chinese', 'South Indian']"
Kande Pohe Ani Barech Kahi,Akurdi,0,0,250,"['South Indian', 'Street Food', 'Beverages']"
Downtown Cafe,Shivaji Nagar,3.3,,400,"['Coffee', 'Fast Food', 'Beverages']"
Dr. Bubbles Chai Specialist,FC Road,4,227,350,"['Bubble Tea', 'Beverages', 'Coffee', 'Desserts']"
Tuljabhavani Chinese Corner,Wadgaon Sheri,3.3,14,250,"['Chinese', 'Maharashtrian']"
Pizza In Excellence,NIBM Road,3.6,,500,"['Pizza', 'Fast Food']"
Curry and Spice,Shukrawar Peth,3.3,,1100,"['North Indian', 'Chinese']"
Hotel Chandrama,Aundh,2.7,46,750,"['North Indian', 'Chinese']"
Burger Vurger And Chinese Restaurant,Wadgaon Sheri,3.7,45,350,"['Fast Food', 'Rolls']"
The Sugar Box,Sinhgad Road,3.2,26,500,"['Cafe', 'Salad', 'Mexican']"
Sagar Restaurant,Pimpri,3.1,13,700,"['North Indian', 'Chinese']"
Jalsa Restaurant,Pimple Gurav,2.8,,400,"['North Indian', 'Chinese']"
Hotel Surya,Chinchwad,2.9,,550,"['Seafood', 'North Indian', 'Chinese']"
Shere E Punjab,Budhwar Peth,2.9,,800,"['North Indian', 'Chinese', 'Mughlai']"
Hotel Shifa,Vishrantwadi,3.3,,400,"['Chinese', 'North Indian']"
Mayur Garden Restaurant & Bar,Bhosari,3.2,,600,"['North Indian', 'Chinese']"
The Terrace Bistro,Dhole Patil Road,3.3,,1200,"['Italian', 'Continental', 'Thai']"
Palvi Pure Veg,Kharadi,2.8,32,500,"['North Indian', 'Chinese', 'Fast Food', 'South Indian']"
Vandana Garden,Shukrawar Peth,,0,1100,"['Chinese', 'Seafood', 'Kebab', 'North Indian']"
Hotel Sinhgad Fountain,Sinhgad Road,2.9,50,350,"['Chinese', 'North Indian']"
Swami's Pure Veg,Shukrawar Peth,2.7,,750,"['North Indian', 'Maharashtrian', 'Chinese', 'South Indian']"
Hotel Barsa,Wakad,3.7,113,600,"['North Indian', 'Chinese', 'Biryani']"
Hotel Haveli,Katraj,3.1,12,600,"['Mughlai', 'North Indian', 'Biryani', 'Chinese']"
Happy Bench,Chinchwad,3.3,,600,"['North Indian', 'Chinese']"
Hotel Gandharv,Kothrud,2.9,7,300,"['North Indian', 'Street Food']"
Hotel Sitara Garden,Pimple Saudagar,3.1,,500,"['Fast Food', 'Chinese', 'North Indian', 'Mughlai', 'Beverages']"
Roshal Garden,Bhosari,2.8,,700,"['North Indian', 'Chinese']"
Horizon Resto,Vishrantwadi,2.9,,800,"['Mughlai', 'North Indian', 'Chinese', 'Seafood']"
Dinesh Bar Family & Restaurant,B.T. Kawade Road,2.9,6,400,"['North Indian', 'Chinese', 'Maharashtrian']"
Balaji Pav Bhaji,Karve Nagar,3.4,17,150,"['Street Food', 'Fast Food']"
Aakash,FC Road,3.1,4,1100,"['North Indian', 'Chinese']"
Cafe Magic,FC Road,3.5,,200,['Fast Food']
Hotel Vidarbha,Wadgaon Sheri,,0,450,"['North Indian', 'Chinese']"
Cafe High Street Corner,Balewadi,3.2,,200,"['Fast Food', 'Beverages']"
Hotel Vedant,Bhosari,,0,600,"['North Indian', 'Chinese', 'Mughlai', 'Maharashtrian', 'Biryani']"
Jagdamba Hotel Khanawal,Bibvewadi,,0,250,['North Indian']
Hotel Arambha Veg Non Veg,JM Road,3.1,,450,"['Maharashtrian', 'North Indian']"
Frozen Shakes,Dhankawadi,,0,300,['Beverages']
24Burgers.in,Katraj,,0,,"['Burger', 'Beverages']"
Global Rolls And Biryani,Akurdi,,0,,"['Rolls', 'Biryani']"
China Bowl,Dhankawadi,3.1,,200,['Chinese']
Bohri Bistro,NIBM Road,,0,500,"['Mughlai', 'Bohri']"
Paratha Paratha,Parvati,,0,250,['North Indian']
Lazeez Biryani,Sadashiv Peth,,0,300,"['Biryani', 'North Indian']"
Shree Datta Bhel,Pashan,2.8,,100,['Street Food']
Ganesh Bhojnalay,Wadgaon Sheri,,0,150,['Rajasthani']
Shivshambhu Tiffin,Hadapsar,3.6,,,['Maharashtrian']
The dinner,Kharadi,,0,,"['North Indian', 'Biryani', 'Fast Food', 'Kebab']"
Naadbrahma,Hadapsar,,0,200,['South Indian']
Vedika Snack Centre & Pav Bhaji,Nigdi,,0,300,"['South Indian', 'Chinese', 'Street Food']"
Samarth Wadewale,Camp Area,,0,150,['Street Food']
Anushree Pure Veg Family Restaurant,Pimple Saudagar,,0,800,"['North Indian', 'Chinese', 'Biryani']"
Nisarg Gateway Veg Nonveg Restaurant,Vishrantwadi,,0,600,"['North Indian', 'Goan', 'Afghan']"
Sneha's Kitchen,Sinhgad Road,3.4,,,['Street Food']
Laxmi Narayan Best Chiwda,Shukrawar Peth,3.4,,,['Street Food']
Meals Home Restaurant,Pimpri Chinchwad Area,3,4,,['North Indian']
The Fit Byte,Lohegaon,,0,,['North Indian']
Ratna amruttulya,Ravet,,0,100,"['Tea', 'Street Food']"
The Royals Kitchen,Lohegaon,,0,,"['North Indian', 'Chinese', 'Fast Food']"
J.J Hotel & Chinese Corner,Pimpri,3,,300,"['Maharashtrian', 'Chinese']"
Aha! Baangali,Viman Nagar,,0,,"['Bengali', 'Seafood']"
Anoos Delights,Bavdhan,,0,,"['Fast Food', 'Chinese']"
Hotel Jishan,Mundhwa,,0,,"['Biryani', 'Mughlai', 'Rolls', 'Fast Food']"
Swara Chinese,Wakad,,0,200,['Chinese']
Coffee Conversation Cafe,Wakad,,0,500,"['Cafe', 'Fast Food']"
Karachi Kitchen,Pimpri,,0,,"['Mughlai', 'North Indian']"
Rotirrap,Dhankawadi,,0,250,"['Biryani', 'Wraps']"
Hot Darjeeling Momos,Magarpatta,,0,150,['Momos']
Barbeque Ville,Yerawada,,0,,"['North Indian', 'Chinese']"
Bhawani Burger Point,Lohegaon,,0,150,['Fast Food']
Limra Restaurant,Wadgaon Sheri,3.5,,500,"['North Indian', 'Chinese', 'Street Food', 'Mughlai', 'Maharashtrian']"
Hyderabad Biryani House,Hinjawadi,,0,,['Biryani']
Lukma,Wadgaon Sheri,,0,,['Fast Food']
Mainland Chinese,Erandwane,0,0,,['Chinese']
J J Pure Veg Manchurian,Pimple Gurav,0,0,,['Chinese']
Fish And Prawns,Kothrud,0,0,,"['Seafood', 'Malwani']"
Cafe Farmhouse,Dhole Patil Road,0,0,300,"['Fast Food', 'Beverages']"
Shabree Veg Non-Veg Family Restaurant,Wadgaon Sheri,0,0,300,"['North Indian', 'Biryani']"
Punjabi Aroma - Flavors Of Punjab,Kharadi,0,0,,['North Indian']
IceBerry,Wakad,0,0,,"['Ice Cream', 'Beverages']"
Momo Magic Cafe,"Magarpatta, Pune Sholapur Rd",0,0,,['Momos']
Irani Cafe,Wakad,0,0,200,"['Fast Food', 'Beverages']"
Yash Restaurant,Wadgaon Sheri,0,0,300,"['Biryani', 'North Indian', 'Fast Food', 'Chinese']"
Gulacha Chaha,Hinjawadi,0,0,50,['Tea']
Puneri Darbar,Wakad,0,0,500,"['Chinese', 'North Indian', 'Maharashtrian']"
Masala Story,KP and Kalyani,0,0,,"['North Indian', 'Chinese']"
Winging It!,Kharadi,0,0,,['Fast Food']
Samosa Express,Kondhwa,0,0,200,"['Street Food', 'Fast Food', 'Beverages']"
Tahini Mediterranean,Deccan & Peths,3.6,0,,"['Lebanese', 'Mughlai']"
Food Corner Cafe,Bhosari,0,0,350,"['Fast Food', 'Beverages']"
Belge Cakes & More,Erandwane,0,0,200,"['Desserts', 'Bakery', 'Fast Food']"
Sizzling China,Pimpri Chinchwad Area,0,0,,['Chinese']
The Pune Kitchen,Sadashiv Peth,0,0,,"['South Indian', 'North Indian', 'Chinese', 'Sandwich']"
Sinhgad Hotel,Sadashiv Peth,0,0,350,['Maharashtrian']
Go Sip Tea Bar,Kharadi,0,0,,"['Fast Food', 'Tea']"
Lost Recipes,Wakad,0,0,400,['North Indian']
Pizzeria Cafe,Kothrud,3.1,,350,['Fast Food']
Ishita Chinese Corner,Narhe,3,7,200,['North Indian']
Kulkarni Food Corner,Sadashiv Peth,,0,150,['Street Food']
Make My Treat,Hinjawadi,3.3,,250,"['Fast Food', 'Desserts']"
The Yellow Plate,Kothrud,3.4,,150,"['Fast Food', 'North Indian', 'Beverages']"
The Magic Grill,Wakad,,0,150,['Fast Food']
Blue Bawarchi Pure Veg,Wakad,3.1,,300,"['Fast Food', 'Beverages']"
Chapati House,Vishrantwadi,,0,500,"['North Indian', 'Bengali', 'Maharashtrian']"
Sathe Misal,Lonavala,,0,100,['Street Food']
Healthy Kitchen,Koregaon Park,,0,,"['Chinese', 'North Indian', 'Fast Food']"
Biryani Lovers,Kothrud,,0,450,['Biryani']
The Rishi's Cafe,Kothrud,,0,150,"['Street Food', 'Fast Food', 'Beverages']"
Cafe Creme,Dange Chowk,0,0,250,"['Desserts', 'Fast Food', 'Beverages']"
Kulfi Bar,Wakad,3.3,,150,['Ice Cream']
New Durga Biryani,Mundhwa,,0,300,"['Chinese', 'Malwani', 'North Indian']"
Curries & Co,Baner,3.5,,,"['North Indian', 'Kebab']"
Joshi Pani Puri,Sinhgad Road,,0,200,"['Street Food', 'Fast Food']"
Hotel Sugran Veg-Non Veg Family Garden Restaurant,Hadapsar,3.4,,500,"['Maharashtrian', 'North Indian']"
Bhandgaon Jatra,Pune-Solapur Road,3.4,,350,['Maharashtrian']
Hotel Jai Malhar,Wanowrie,,0,300,"['North Indian', 'Biryani', 'Maharashtrian']"
Punjab In A Box,Pimpri Chinchwad Area,4,,,['North Indian']
Daawat Thali And Biryani House,Wakad,,0,350,"['North Indian', 'Biryani']"
Gaurav Snacks Centre,Sadashiv Peth,,0,350,"['Fast Food', 'Biryani']"
Tejas Lassiwale,Chinchwad,,0,50,['Beverages']
Kranti Snack Centre,Hinjawadi,3.1,5,150,['Fast Food']
Kwality Wall's,Wakad,,0,200,"['Ice Cream', 'Desserts']"
Saee Pure Veg,Shaniwar Peth,,0,250,"['South Indian', 'Chinese']"
Sumit Chinese Centre,Chinchwad,,0,450,['Chinese']
Thai Chilly's,Kothrud,,0,500,"['Asian', 'Chinese', 'Thai']"
Rudraksh Pure Veg,Narhe,3.2,,450,"['North Indian', 'Chinese']"
Burger & Sandwich House,Nigdi,,0,,['Fast Food']
Highwayz Litti Chokha,Wakad,3,,150,"['North Indian', 'Chinese']"
Rainbow Food Park,Lonavala,,0,400,"['South Indian', 'Fast Food']"
Aaradhya Veg Non-veg,Sinhgad Road,,0,600,"['North Indian', 'Chinese']"
Sudama Bhel Centre,Wakad,,0,100,['Street Food']
Taiyang,Baner,3,,450,['Chinese']
Infinity Cafe,Hinjawadi,3.1,,250,"['Cafe', 'Desserts']"
Hotel Dhanashree,Akurdi,3.1,,400,"['North Indian', 'Chinese']"
Shree Swami Samarth Misal House,Pimple Gurav,,0,150,['Street Food']
Snehal Bhojnalay,Pune-Solapur Road,3.2,,500,"['Maharashtrian', 'North Indian']"
Dishas Dhaba,Mulshi Road,3.4,,450,"['Maharashtrian', 'North Indian', 'Chinese']"
Cafe 96K,Narhe,3.4,37,250,"['Cafe', 'Fast Food']"
Hungry Khopcha,Viman Nagar,3.5,71,700,"['Italian', 'Chinese', 'North Indian', 'South Indian']"
Gelato Italiano,Pimpri,,0,150,['Desserts']
Pizzitos,Erandwane,3.1,,,['Italian']
Shokeen Roll's,Wagholi,3.4,37,300,['Rolls']
Sai Swad Restaurant,Pimple Saudagar,,0,300,"['North Indian', 'Chinese']"
Food Truck Rasa,Pimpri Chinchwad Area,3.2,11,300,['Fast Food']
Hotel Maitri,Bhosari,3,,650,"['Chinese', 'North Indian']"
TCO - The Cutlet Outlet,Magarpatta,2.5,,300,"['American', 'Fast Food', 'European']"
Spice Mantra,Bavdhan,3.3,112,600,"['North Indian', 'Chinese']"
K K Family Restaurant,Bhosari,2.9,,600,"['North Indian', 'Chinese', 'Malwani']"
Love Town Cafe,Bhosari,,0,150,"['Fast Food', 'Beverages', 'Ice Cream']"
On 99,Viman Nagar,3.1,52,,"['North Indian', 'Chinese']"
Punjabi Dhaba,Wagholi,3.1,10,300,['North Indian']
Mad About Chinese,Kothrud,3.3,14,300,['Chinese']
Badshahi Bhojanalay,Sinhgad Road,2.9,,200,['Maharashtrian']
Shudh Desi,Kharadi,,0,,['North Indian']
Swirlsation Ice Cream Café,Akurdi,,0,200,"['Desserts', 'Beverages']"
Cravers,Pimple Saudagar,3.2,,,"['North Indian', 'Chinese', 'Fast Food']"
Sonu Shakewala,Kalyani Nagar,3.4,20,300,"['Beverages', 'Desserts']"
Cafe Urban Curry,Camp Area,,0,400,"['North Indian', 'Mughlai', 'Chinese']"
Prakash Reddy Resto Lounge,Kharadi,,0,500,"['North Indian', 'Chinese']"
Pari Dum Biryani,Warje,3.1,,400,"['Street Food', 'North Indian', 'Chinese']"
Sharvi The Little Chef,Kharadi,3.1,,350,"['North Indian', 'Chinese', 'Fast Food']"
Chefs Flair,Sadashiv Peth,3.4,,,['Fast Food']
Pride Of Kolhapur,Satara Road,3.1,,,"['Biryani', 'Malwani']"
A R Puneri Biryani House,Kharadi,,0,300,['Chinese']
South Delight,Chinchwad,3.6,,200,['South Indian']
Shri Krishna Snacks Centre,Pimpri,,0,300,"['Fast Food', 'South Indian']"
Alpahaar Snacks Centre,Pimpri,3.2,,100,['Street Food']
Jhakash Indore,Pimpri,,0,100,"['Fast Food', 'Maharashtrian', 'North Indian']"
Mirchi,Pimpri,,0,250,"['North Indian', 'South Indian', 'Fast Food', 'Chinese']"
Gavthan Special Mutton Bhakri,Koregaon Park,,0,400,"['North Indian', 'Maharashtrian']"
Golden Pavbhaji,Pimple Saudagar,2.8,,300,"['Street Food', 'Fast Food']"
Meals Mania,Chinchwad,3,,,['North Indian']
Delhi Food Plaza,Chandan Nagar,,0,150,"['North Indian', 'Fast Food']"
Shreeraj Tasty,Wakad,3.1,,150,['North Indian']
Mystic Grill,Mundhwa,3.4,33,400,"['North Indian', 'Maharashtrian']"
J J's Kitchen Halal,Wakad,3.2,,400,"['North Indian', 'Hyderabadi', 'Mughlai', 'Rolls']"
#PFC-Pocket Friendly Cafe,Wadgaon Sheri,3.2,,300,['Chinese']
Jalebi Junction,Mulshi Road,3.3,8,150,['Fast Food']
Swad Veg,Aundh,,0,400,"['South Indian', 'North Indian', 'Chinese', 'Rolls']"
Sakhi Saympaghar,Wadgaon Sheri,,0,200,['Maharashtrian']
Vista Cafe,Hadapsar,3.1,,,"['North Indian', 'Chinese', 'Continental', 'South Indian', 'Healthy Food', 'Beverages']"
Punyai Chinese,Bibvewadi,,0,200,['Chinese']
MH17 - The Nagari Cuisine,Ravet,,0,300,['Maharashtrian']
Mamta Sweets,Karve Nagar,,0,100,"['Mithai', 'Fast Food']"
Food Express,Kothrud,3.1,,,['Fast Food']
Royal Cafe,Hadapsar,,0,150,['Fast Food']
Ice Burst Ice Cream,Wakad,3.2,,300,"['Ice Cream', 'Beverages']"
Raj Saoji Restaurant,Wakad,3.8,56,300,"['Maharashtrian', 'North Indian']"
Golden Dragon Chinese And Tandoor,Chinchwad,3.1,,400,['Chinese']
The Chinese Junction,Chinchwad,,0,300,['Chinese']
Special Spicy Crunchies,Kharadi,3,,,['Fast Food']
The Fatayer Factory,Bavdhan,3.6,25,,['Mediterranean']
Sanskruti Family Restaurant,Pimple Saudagar,3.2,10,800,"['North Indian', 'Chinese']"
Savali Hotel,Wagholi,3.3,,600,"['North Indian', 'Maharashtrian']"
Smoked Paprika,Kharadi,3.1,6,200,"['South Indian', 'Chinese', 'North Indian']"
Yolof Foods,Kharadi,3.8,109,,"['North Indian', 'Healthy Food']"
Richwood Multti Cuisine Restaurant,Pimple Nilakh,3.4,18,600,"['North Indian', 'Maharashtrian', 'Mughlai', 'Chinese']"
The Coffee Cafe,Kharadi,3.5,42,400,['Cafe']
The Cake & Cream Factory,Wakad,3.3,11,150,['Bakery']
Sourabh Garden,Katraj,,0,500,"['North Indian', 'Chinese', 'Biryani']"
Chaitanya Hotel,Dhankawadi,3,,550,['North Indian']
Nawabish,Kothrud,2.9,,,"['North Indian', 'Mughlai']"
Saba Shahi Darbar,Hadapsar,,0,450,"['North Indian', 'Biryani', 'Chinese']"
KKB Xprs,Chinchwad,3.2,,500,"['Chinese', 'North Indian']"
Hotel Ramnath Misal,Khadakwasla,3,,300,['Street Food']
Puran Poli,Budhwar Peth,2.9,,350,['Maharashtrian']
Kekiz The Cake Shop,Kondhwa,,0,150,['Bakery']
The Lunch Box,Lohegaon,3.3,,,['Maharashtrian']
Ankur Biryanis,Narhe,3.5,25,300,"['Biryani', 'Thai']"
Aamhi Kokani,Sadashiv Peth,3.6,36,500,"['North Indian', 'Chinese', 'Fast Food']"
Diwan I Khas Caters,Chandan Nagar,3.1,11,600,"['North Indian', 'Mughlai']"
Biryani Nawab,Hadapsar,3.5,,700,"['North Indian', 'Hyderabadi']"
24/7 Kitchen,Wakad,3.4,61,,"['North Indian', 'Chinese', 'South Indian']"
Sant Krupa Tea And Snacks Centre,Pimpri,3.1,4,100,['South Indian']
Ziya's BBQ & Grills,Hadapsar,3.3,13,400,"['North Indian', 'Rolls', 'Arabian', 'Biryani', 'Chinese', 'Fast Food']"
Nisarg Gardan And Family Restaurant,Karve Nagar,3.3,11,350,"['North Indian', 'Biryani']"
Ocean The Taste Of Konkan,Sinhgad Road,3.1,19,400,"['Konkan', 'North Indian']"
Wok And Grill,NIBM Road,3,4,,['Chinese']
MM Caterers,Pashan,3,4,400,"['North Indian', 'Mughlai']"
Hot Pot,Dhanori,3.7,27,,"['Chinese', 'Thai', 'North Indian', 'Bengali']"
Kadak Zhatka,Baner,3.1,7,200,['Street Food']
New Vaishali Sweets and Dry Fruits,Pimpri,,0,450,['Mithai']
Chicken Xperience By Venky's,Hinjawadi,3.6,15,400,"['Fast Food', 'North Indian']"
Jd's Chinese,Katraj,3.3,12,400,['Chinese']
Bowl De,Pimple Saudagar,,0,500,"['North Indian', 'Italian', 'Chinese']"
Karan's Kitchen,Yerawada,3.1,,400,"['North Indian', 'Chinese']"
Mad Over Momos,Viman Nagar,3,,300,['Momos']
Balaji Pavbhaji & Dosa,Pimpri,,0,100,"['South Indian', 'Street Food']"
On The Go,Hinjawadi,3.4,63,500,"['North Indian', 'Italian', 'Wraps']"
Kinara Family Restaurant,Wakad,3.5,30,700,"['North Indian', 'Chinese', 'Mughlai']"
Desi Biryani,Pimple Saudagar,,0,,"['Biryani', 'Mughlai']"
Royal Katta Roll House,Katraj,3.2,12,200,['Rolls']
Laxmi Resto Bar,Narhe,,0,500,"['North Indian', 'Chinese']"
Snackers Katta,Chakan,3.2,8,300,"['Street Food', 'Fast Food', 'Chinese']"
Parshwa,Chinchwad,3.1,,250,"['Street Food', 'North Indian']"
Darjaa Wadewale,Hadapsar,,0,,"['Maharashtrian', 'South Indian', 'Fast Food']"
Dhadoom,Baner,3.4,40,700,"['American', 'Italian', 'Fast Food', 'Beverages']"
Hotel PatilWada,Pimple Gurav,3,4,400,['North Indian']
New Diamond Bakery & Burger Point,Wakad,,0,350,"['Bakery', 'Burger']"
Cafe Cakes & Bites,Hinjawadi,,0,300,"['Cafe', 'Fast Food', 'Sandwich', 'Beverages']"
Cafe Bhaijaan,Kondhwa,3.6,,300,['North Indian']
Hotel Live,Wakad,3.2,,800,"['North Indian', 'Mughlai', 'Chinese']"
What The Food,"Magarpatta, Pune Sholapur Rd",,0,,"['Italian', 'Fast Food']"
Rail Dhaba Pune Street,Camp Area,,0,200,"['North Indian', 'South Indian', 'Chinese']"
Av's Little Bites,Koregaon Park,,0,250,"['Fast Food', 'Beverages']"
Rice Bowl Factory,Wakad,2.9,,,"['North Indian', 'Mughlai']"
Satisfry Fries & Burger,Pimple Gurav,,0,200,"['Burger', 'Fast Food']"
Indian Spices,Ravet,3.3,,200,"['North Indian', 'Fast Food']"
Hotel Aaisaheb,Sinhgad Road,3.2,,250,['Maharashtrian']
Old Irani Cafe,Wagholi,,0,200,"['Fast Food', 'Beverages']"
Assal Kolhapuri Tamda Pandra,Ravet,,0,500,['Maharashtrian']
Fresh Chapati Centre,Aundh,,0,,['Maharashtrian']
Paratha Lord,Viman Nagar,,0,300,"['North Indian', 'Chinese', 'South Indian', 'Continental']"
The Cilantro Healthy Kitchen,Hadapsar,3.1,,,['Healthy Food']
Hyderabad Biryani And Curry Point,Baner,3.2,,700,"['Biryani', 'North Indian', 'Chinese']"
The Rice Bowl,Katraj,,0,,['North Indian']
Red Chilles,Mundhwa,3.2,,,['Chinese']
Cafe Dot Com,Pimple Gurav,,0,250,"['Fast Food', 'Street Food']"
Overloaded,Pimpri Chinchwad Area,3.7,,,['Fast Food']
Swagat Chinese House,Narhe,3.4,,200,['Chinese']
Fire Fly,Hadapsar,,0,100,['Fast Food']
A1 Chinese,Karve Nagar,,0,250,['Chinese']
Sai Rachana,Kothrud,,0,350,"['North Indian', 'Chinese', 'Goan']"
Hotel Raavee Exotica,Pune-Solapur Road,,0,1000,"['North Indian', 'South Indian', 'Chinese', 'Fast Food', 'Beverages']"
RC Kitchen,Hadapsar,3.3,,350,"['North Indian', 'Mughlai', 'Chinese', 'Seafood', 'Rolls']"
Swami Pure Veg,Wadgaon Sheri,,0,400,"['North Indian', 'Chinese', 'Maharashtrian']"
Jagadamba Veg & Non-veg,Dhankawadi,3,,300,"['North Indian', 'Chinese', 'Biryani']"
Hotel Al Quresh,Camp Area,3.1,,300,"['North Indian', 'Chinese', 'Mughlai']"
Jayashree Havmor Ice-cream parlor,Wagholi,3.3,,150,"['Ice Cream', 'Beverages']"
Anaa's Baking Studio,Aundh,,0,250,['Bakery']
Celebrationz Vegetarian Restaurant,Pune-Solapur Road,,0,700,"['North Indian', 'Chinese', 'South Indian']"
Cocktail Icecream,Baner,,0,100,['Ice Cream']
Hotel Shetkari,Hadapsar,2.9,,400,"['Chinese', 'North Indian', 'Mughlai', 'Malwani']"
Krushnai Cafe House,NIBM Road,,0,350,['Fast Food']
Shivam Pav Bhaji And Snack Centre,Wakad,3.2,,250,"['North Indian', 'Street Food']"
Hotel New Maharashtra,Hadapsar,,0,300,"['Chinese', 'North Indian']"
The Royal Dum Biryani,Hadapsar,3.2,14,250,['Biryani']
Tasty Oh Tasty,Wagholi,3.1,,200,"['North Indian', 'Fast Food']"
Sandwich 24,Kothrud,3.2,,200,"['Fast Food', 'Street Food']"
Surekha Restaurant,Wakad,3.1,,400,"['South Indian', 'North Indian', 'Chinese']"
Shree Ji Restaurant,Hinjawadi,3.2,,250,['North Indian']
Siddy's Corner,Satara Road,3.5,,150,['Street Food']
Hotel Jai Malhar,Pimpri,,0,600,"['North Indian', 'Seafood']"
Food Mafiya,Katraj,3.5,32,400,"['Chinese', 'Fast Food', 'South Indian']"
Tasty Bites,Hinjawadi,,0,200,"['Fast Food', 'North Indian']"
Shivmalhar Bhurji Centre,Erandwane,3.3,,200,['Street Food']
Bengali Sweets Carnival,Pimple Gurav,3.1,,150,['Mithai']
Hotel Ekveera,Pune-Solapur Road,,0,500,"['Chinese', 'North Indian', 'Maharashtrian', 'Seafood']"
Nisarg Biryani And Catering,Wagholi,3.1,10,350,"['Biryani', 'North Indian']"
SK Biryani House,Satara Road,,0,300,"['Biryani', 'North Indian']"
YS Kitchen,Hadapsar,3.1,,300,"['North Indian', 'Chinese']"
G Mishtan,Erandwane,,0,400,"['Mithai', 'Street Food']"
Dakshinayam,Magarpatta,3.4,25,400,"['North Indian', 'South Indian']"
Hashtag High,Kharadi,3.1,,500,['North Indian']
Lucknowi Lazez,Nigdi,,0,400,"['Chinese', 'North Indian']"
Sidheshwar Foods,Hadapsar,3.3,,600,"['North Indian', 'Fast Food', 'Chinese']"
